"number"	"depth_m_distance_from_cm"	"magnification"	"identifiedBy"	"organismQuantityType"	"scientificName"	"year"	"expedition"	"locationID"	"fieldNumber"	"basisOfRecord"	"organismQuantity"	"individualCount"	"sampleSizeValue"	"sampleSizeUnit"	"occurrenceStatus"	"quantificationStatus"	"fieldsInCount"	"maxFields"	"takenVolume"	"bottleVolume"	"initialVolume"	"cellsInChamber"	"gear"	"sampletype"	"previousIdentifications"	"lifeStage"	"identificationQualifier"	"taxonRank"	"add"	"foto"	"verbatimTaxon"	"organismRemarks"	"occurrenceRemarks"	"organismScope"
15	12	60	"AT"	"cells/l"	"Heterocapsa rotundata"	2016	"ARCEx2016"	"Hornsund"	"PHT-015"	"Occurrence"	7041.3164	4	0.0005680755943303049	"l"	"present"	"verified"	189	16635.11	50	1000	1	352.06582010582	"Niskin bottle"	"phytoplankton"										
15	12	10	"AT"	"cells/l"	"Leegaardiella sol"	2016	"ARCEx2016"	"Hornsund"	"PHT-015"	"Occurrence"	183.6816	1	0.005444202479889783	"l"	"present"	"verified"	49	450.02	50	1000	1	9.18408163265306	"Niskin bottle"	"phytoplankton"										
15	12	60	"AT"	"cells/l"	"Leucocryptos marina"	2016	"ARCEx2016"	"Hornsund"	"PHT-015"	"Occurrence"	1760.3291	1	0.0005680755943303049	"l"	"present"	"verified"	189	16635.11	50	1000	1	88.016455026455	"Niskin bottle"	"phytoplankton"										
15	12	10	"AT"	"cells/l"	"Lohmanniella oviformis"	2016	"ARCEx2016"	"Hornsund"	"PHT-015"	"Occurrence"	551.0449	3	0.005444202479889783	"l"	"present"	"verified"	49	450.02	50	1000	1	27.5522448979592	"Niskin bottle"	"phytoplankton"										
15	12	10	"AT"	"cells/l"	"Mesodinium rubrum"	2016	"ARCEx2016"	"Hornsund"	"PHT-015"	"Occurrence"	183.6816	1	0.005444202479889783	"l"	"present"	"verified"	49	450.02	50	1000	1	9.18408163265306	"Niskin bottle"	"phytoplankton"										
15	12	60	"AT"	"cells/l"	"Navicula directa"	2016	"ARCEx2016"	"Hornsund"	"PHT-015"	"Occurrence"	7041.3164	4	0.0005680755943303049	"l"	"present"	"verified"	189	16635.11	50	1000	1	352.06582010582	"Niskin bottle"	"phytoplankton"										
15	12	10	"AT"	"cells/l"	"Navicula vanhoeffenii"	2016	"ARCEx2016"	"Hornsund"	"PHT-015"	"Occurrence"	28422.3158	60	0.002111017288120528	"l"	"present"	"verified"	19	450.02	50	1000	1	1421.11578947368	"Niskin bottle"	"phytoplankton"	"Navicula vanhoefenii"									
15	12	60	"AT"	"cells/l"	"Olisthodiscus"	2016	"ARCEx2016"	"Hornsund"	"PHT-015"	"Occurrence"	1760.3291	1	0.0005680755943303049	"l"	"present"	"verified"	189	16635.11	50	1000	1	88.016455026455	"Niskin bottle"	"phytoplankton"			"sp."	"species"						
15	12	60	"AT"	"cells/l"	"Pauliella taeniata"	2016	"ARCEx2016"	"Hornsund"	"PHT-015"	"Occurrence"	7041.3164	4	0.0005680755943303049	"l"	"present"	"verified"	189	16635.11	50	1000	1	352.06582010582	"Niskin bottle"	"phytoplankton"										
15	12	60	"AT"	"cells/l"	"Phaeocystis pouchetii"	2016	"ARCEx2016"	"Hornsund"	"PHT-015"	"Occurrence"	45768.5566	26	0.0005680755943303049	"l"	"present"	"verified"	189	16635.11	50	1000	1	2288.42783068783	"Niskin bottle"	"phytoplankton"										
15	12	10	"AT"	"cells/l"	"Porosira glacialis"	2016	"ARCEx2016"	"Hornsund"	"PHT-015"	"Occurrence"	2204.1796	12	0.005444202479889783	"l"	"present"	"verified"	49	450.02	50	1000	1	110.208979591837	"Niskin bottle"	"phytoplankton"										
15	12	60	"AT"	"cells/l"	"Protoperidinium bipes"	2016	"ARCEx2016"	"Hornsund"	"PHT-015"	"Occurrence"	1760.3291	1	0.0005680755943303049	"l"	"present"	"verified"	189	16635.11	50	1000	1	88.016455026455	"Niskin bottle"	"phytoplankton"										
15	12	10	"AT"	"cells/l"	"Pseudo-nitzschia seriata"	2016	"ARCEx2016"	"Hornsund"	"PHT-015"	"Occurrence"	4592.0408	25	0.005444202479889783	"l"	"present"	"verified"	49	450.02	50	1000	1	229.602040816327	"Niskin bottle"	"phytoplankton"										
15	12	60	"AT"	"cells/l"	"Pyramimonas"	2016	"ARCEx2016"	"Hornsund"	"PHT-015"	"Occurrence"	1760.3291	1	0.0005680755943303049	"l"	"present"	"verified"	189	16635.11	50	1000	1	88.016455026455	"Niskin bottle"	"phytoplankton"			"sp."	"species"						
15	12	10	"AT"	"cells/l"	"Strombidium"	2016	"ARCEx2016"	"Hornsund"	"PHT-015"	"Occurrence"	551.0449	3	0.005444202479889783	"l"	"present"	"verified"	49	450.02	50	1000	1	27.5522448979592	"Niskin bottle"	"phytoplankton"			"sp."	"species"						
15	12	60	"AT"	"cells/l"	"Eukaryota incertae sedis"	2016	"ARCEx2016"	"Hornsund"	"PHT-015"	"Occurrence"	1760.3291	1	0.0005680755943303049	"l"	"present"	"verified"	189	16635.11	50	1000	1	88.016455026455	"Niskin bottle"	"phytoplankton"								"Symbiont Mesodinium rubrum"		"symbiont"
15	12	60	"AT"	"cells/l"	"Teleaulax"	2016	"ARCEx2016"	"Hornsund"	"PHT-015"	"Occurrence"	5280.9873	3	0.0005680755943303049	"l"	"present"	"verified"	189	16635.11	50	1000	1	264.049365079365	"Niskin bottle"	"phytoplankton"			"sp."	"species"						
15	12	10	"AT"	"cells/l"	"Thalassiosira antarctica"	2016	"ARCEx2016"	"Hornsund"	"PHT-015"	"Occurrence"	3122.5878	17	0.005444202479889783	"l"	"present"	"verified"	49	450.02	50	1000	1	156.129387755102	"Niskin bottle"	"phytoplankton"										
15	12	10	"AT"	"cells/l"	"Thalassiosira gravida"	2016	"ARCEx2016"	"Hornsund"	"PHT-015"	"Occurrence"	40910.9091	50	0.0012221679036487267	"l"	"present"	"verified"	11	450.02	50	1000	1	2045.54545454545	"Niskin bottle"	"phytoplankton"										
15	12	10	"AT"	"cells/l"	"Thalassiosira hyalina"	2016	"ARCEx2016"	"Hornsund"	"PHT-015"	"Occurrence"	2755.2245	15	0.005444202479889783	"l"	"present"	"verified"	49	450.02	50	1000	1	137.761224489796	"Niskin bottle"	"phytoplankton"										
15	12	10	"AT"	"cells/l"	"Thalassiosira nordenskioeldii"	2016	"ARCEx2016"	"Hornsund"	"PHT-015"	"Occurrence"	54002.4	60	0.0011110617305897514	"l"	"present"	"verified"	10	450.02	50	1000	1	2700.12	"Niskin bottle"	"phytoplankton"										
17	10	10	"AT"	"cells/l"	"Bacterosira bathyomphala"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	4418.3782	27	0.0061108395182436345	"l"	"present"	"verified"	55	450.02	50	1000	1	220.918909090909	"Niskin bottle"	"phytoplankton"										
17	10	60	"AT"	"cells/l"	"Chaetoceros socialis"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	15434.6381	9	0.0005831040492067681	"l"	"present"	"verified"	194	16635.11	50	1000	1	771.731907216495	"Niskin bottle"	"phytoplankton"										
17	10	60	"AT"	"cells/l"	"Coccolithales"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	1714.9598	1	0.0005831040492067681	"l"	"present"	"verified"	194	16635.11	50	1000	1	85.7479896907217	"Niskin bottle"	"phytoplankton"	"Coccolithales indet. 7-10um"		"indet."							
17	10	60	"AT"	"cells/l"	"Cochlodinium"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	1714.9598	1	0.0005831040492067681	"l"	"present"	"verified"	194	16635.11	50	1000	1	85.7479896907217	"Niskin bottle"	"phytoplankton"			"sp."	"species"						
17	10	10	"AT"	"cells/l"	"Cylindrotheca closterium"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	163.6436	1	0.0061108395182436345	"l"	"present"	"verified"	55	450.02	50	1000	1	8.18218181818182	"Niskin bottle"	"phytoplankton"										
17	10	60	"AT"	"cells/l"	"Dinophyceae"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	3429.9196	2	0.0005831040492067681	"l"	"present"	"verified"	194	16635.11	50	1000	1	171.495979381443	"Niskin bottle"	"phytoplankton"	"Dinophycean"		"indet. Cyst"		"10-20um"					
17	10	60	"AT"	"cells/l"	"Emiliania huxleyi"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	6859.8392	4	0.0005831040492067681	"l"	"present"	"verified"	194	16635.11	50	1000	1	342.991958762887	"Niskin bottle"	"phytoplankton"										
17	10	10	"AT"	"cells/l"	"Entomoneis kjellmanii"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	1309.1491	8	0.0061108395182436345	"l"	"present"	"verified"	55	450.02	50	1000	1	65.4574545454545	"Niskin bottle"	"phytoplankton"										
17	10	60	"AT"	"cells/l"	"Eukaryota incertae sedis"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	5144.8794	3	0.0005831040492067681	"l"	"present"	"verified"	194	16635.11	50	1000	1	257.243969072165	"Niskin bottle"	"phytoplankton"	"Flagellates"		"indet."							
17	10	60	"AT"	"cells/l"	"Eukaryota incertae sedis"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	22294.4773	13	0.0005831040492067681	"l"	"present"	"verified"	194	16635.11	50	1000	1	1114.72386597938	"Niskin bottle"	"phytoplankton"	"Flagellates"		"indet."							
17	10	10	"AT"	"cells/l"	"Fragilariopsis cylindrus"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	19875.8833	53	0.0026665481534154036	"l"	"present"	"verified"	24	450.02	50	1000	1	993.794166666667	"Niskin bottle"	"phytoplankton"										
17	10	60	"AT"	"cells/l"	"Gymnodinium arcticum"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	1714.9598	1	0.0005831040492067681	"l"	"present"	"verified"	194	16635.11	50	1000	1	85.7479896907217	"Niskin bottle"	"phytoplankton"										
17	10	60	"AT"	"cells/l"	"Gymnodinium gracilentum"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	1714.9598	1	0.0005831040492067681	"l"	"present"	"verified"	194	16635.11	50	1000	1	85.7479896907217	"Niskin bottle"	"phytoplankton"										
17	10	60	"AT"	"cells/l"	"Gymnodinium"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	3429.9196	2	0.0005831040492067681	"l"	"present"	"verified"	194	16635.11	50	1000	1	171.495979381443	"Niskin bottle"	"phytoplankton"	"Gymnodinium sp. 10-20um"		"sp."	"species"						
17	10	10	"AT"	"cells/l"	"Gyrodinium fusiforme"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	327.2873	2	0.0061108395182436345	"l"	"present"	"verified"	55	450.02	50	1000	1	16.3643636363636	"Niskin bottle"	"phytoplankton"										
17	10	60	"AT"	"cells/l"	"Heterocapsa rotundata"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	46.3938	1	0.02155459757344118	"l"	"present"	"verified"	194	450.02	50	1000	1	2.31969072164948	"Niskin bottle"	"phytoplankton"										
17	10	60	"AT"	"cells/l"	"Heterocapsa rotundata"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	10289.7588	6	0.0005831040492067681	"l"	"present"	"verified"	194	16635.11	50	1000	1	514.48793814433	"Niskin bottle"	"phytoplankton"										
17	10	60	"AT"	"cells/l"	"Lessardia elongata"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	1714.9598	1	0.0005831040492067681	"l"	"present"	"verified"	194	16635.11	50	1000	1	85.7479896907217	"Niskin bottle"	"phytoplankton"										
17	10	60	"AT"	"cells/l"	"Leucocryptos marina"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	1714.9598	1	0.0005831040492067681	"l"	"present"	"verified"	194	16635.11	50	1000	1	85.7479896907217	"Niskin bottle"	"phytoplankton"										
17	10	10	"AT"	"cells/l"	"Lohmanniella oviformis"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	490.9309	3	0.0061108395182436345	"l"	"present"	"verified"	55	450.02	50	1000	1	24.5465454545455	"Niskin bottle"	"phytoplankton"										
17	10	10	"AT"	"cells/l"	"Mesodinium rubrum"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	163.6436	1	0.0061108395182436345	"l"	"present"	"verified"	55	450.02	50	1000	1	8.18218181818182	"Niskin bottle"	"phytoplankton"										
17	10	60	"AT"	"cells/l"	"Monosiga marina"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	3429.9196	2	0.0005831040492067681	"l"	"present"	"verified"	194	16635.11	50	1000	1	171.495979381443	"Niskin bottle"	"phytoplankton"										
17	10	60	"AT"	"cells/l"	"Navicula directa"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	1714.9598	1	0.0005831040492067681	"l"	"present"	"verified"	194	16635.11	50	1000	1	85.7479896907217	"Niskin bottle"	"phytoplankton"										
17	10	10	"AT"	"cells/l"	"Navicula pelagica"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	9184.0816	50	0.005444202479889783	"l"	"present"	"verified"	49	450.02	50	1000	1	459.204081632653	"Niskin bottle"	"phytoplankton"										
17	10	60	"AT"	"cells/l"	"Navicula transitans"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	1714.9598	1	0.0005831040492067681	"l"	"present"	"verified"	194	16635.11	50	1000	1	85.7479896907217	"Niskin bottle"	"phytoplankton"										
17	10	10	"AT"	"cells/l"	"Navicula vanhoeffenii"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	27001.2	57	0.002111017288120528	"l"	"present"	"verified"	19	450.02	50	1000	1	1350.06	"Niskin bottle"	"phytoplankton"	"Navicula vanhoefenii"									
17	10	60	"AT"	"cells/l"	"Olisthodiscus"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	1714.9598	1	0.0005831040492067681	"l"	"present"	"verified"	194	16635.11	50	1000	1	85.7479896907217	"Niskin bottle"	"phytoplankton"			"sp."	"species"						
17	10	60	"AT"	"cells/l"	"Phaeocystis pouchetii"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	63453.5124	37	0.0005831040492067681	"l"	"present"	"verified"	194	16635.11	50	1000	1	3172.6756185567	"Niskin bottle"	"phytoplankton"										
17	10	10	"AT"	"cells/l"	"Polarella glacialis"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	163.6436	1	0.0061108395182436345	"l"	"present"	"verified"	55	450.02	50	1000	1	8.18218181818182	"Niskin bottle"	"phytoplankton"										
17	10	10	"AT"	"cells/l"	"Porosira glacialis"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	1636.4364	10	0.0061108395182436345	"l"	"present"	"verified"	55	450.02	50	1000	1	81.8218181818182	"Niskin bottle"	"phytoplankton"										
17	10	60	"AT"	"cells/l"	"Prorocentrum cordatum"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	5144.8794	3	0.0005831040492067681	"l"	"present"	"verified"	194	16635.11	50	1000	1	257.243969072165	"Niskin bottle"	"phytoplankton"	"Prorocentrum minimum"									
17	10	60	"AT"	"cells/l"	"Protoperidinium bipes"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	3429.9196	2	0.0005831040492067681	"l"	"present"	"verified"	194	16635.11	50	1000	1	171.495979381443	"Niskin bottle"	"phytoplankton"										
17	10	60	"AT"	"cells/l"	"Pseudo-nitzschia granii"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	1714.9598	1	0.0005831040492067681	"l"	"present"	"verified"	194	16635.11	50	1000	1	85.7479896907217	"Niskin bottle"	"phytoplankton"										
17	10	10	"AT"	"cells/l"	"Pseudo-nitzschia seriata"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	1309.1491	8	0.0061108395182436345	"l"	"present"	"verified"	55	450.02	50	1000	1	65.4574545454545	"Niskin bottle"	"phytoplankton"										
17	10	60	"AT"	"cells/l"	"Pyramimonas"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	13719.6784	8	0.0005831040492067681	"l"	"present"	"verified"	194	16635.11	50	1000	1	685.983917525773	"Niskin bottle"	"phytoplankton"			"sp."	"species"						
17	10	10	"AT"	"cells/l"	"Strombidium"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	163.6436	1	0.0061108395182436345	"l"	"present"	"verified"	55	450.02	50	1000	1	8.18218181818182	"Niskin bottle"	"phytoplankton"			"sp."	"species"						
17	10	60	"AT"	"cells/l"	"Eukaryota incertae sedis"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	3429.9196	2	0.0005831040492067681	"l"	"present"	"verified"	194	16635.11	50	1000	1	171.495979381443	"Niskin bottle"	"phytoplankton"								"Symbiont Mesodinium rubrum"		"symbiont"
17	10	60	"AT"	"cells/l"	"Teleaulax"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	5144.8794	3	0.0005831040492067681	"l"	"present"	"verified"	194	16635.11	50	1000	1	257.243969072165	"Niskin bottle"	"phytoplankton"			"sp."	"species"						
17	10	10	"AT"	"cells/l"	"Thalassiosira antarctica"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	11842.6316	50	0.004222034576241056	"l"	"present"	"verified"	38	450.02	50	1000	1	592.131578947368	"Niskin bottle"	"phytoplankton"										
17	10	10	"AT"	"cells/l"	"Thalassiosira gravida"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	53102.36	59	0.0011110617305897514	"l"	"present"	"verified"	10	450.02	50	1000	1	2655.118	"Niskin bottle"	"phytoplankton"										
17	10	10	"AT"	"cells/l"	"Thalassiosira hyalina"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	2781.9418	17	0.0061108395182436345	"l"	"present"	"verified"	55	450.02	50	1000	1	139.097090909091	"Niskin bottle"	"phytoplankton"										
17	10	10	"AT"	"cells/l"	"Thalassiosira nordenskioeldii"	2016	"ARCEx2016"	"Hornsund"	"PHT-017"	"Occurrence"	14516.7742	50	0.00344429136482823	"l"	"present"	"verified"	31	450.02	50	1000	1	725.838709677419	"Niskin bottle"	"phytoplankton"										
20	"0-20"	10	"AT"	"cells/l"	"Thalassiosira hyalina"	2016	"ARCEx2016"	"Hornsund"	"PHT-020"	"Occurrence"	1071476.1905	50	0.00004666459268476957	"l"	"present"	"verified"	21	450.02	1	1000	1	1071.47619047619	"Niskin bottle"	"phytoplankton"										
20	"0-20"	10	"AT"	"cells/l"	"Thalassiosira gravida"	2016	"ARCEx2016"	"Hornsund"	"PHT-020"	"Occurrence"	2250100	50	0.00002222123461179503	"l"	"present"	"verified"	10	450.02	1	1000	1	2250.1	"Niskin bottle"	"phytoplankton"										
20	"0-20"	10	"AT"	"cells/l"	"Thalassiosira nordenskioeldii"	2016	"ARCEx2016"	"Hornsund"	"PHT-020"	"Occurrence"	2250100	50	0.00002222123461179503	"l"	"present"	"verified"	10	450.02	1	1000	1	2250.1	"Niskin bottle"	"phytoplankton"										
20	"0-20"	10	"AT"	"cells/l"	"Thalassiosira antarctica"	2016	"ARCEx2016"	"Hornsund"	"PHT-020"	"Occurrence"	633361.4815	38	0.00005999733345184659	"l"	"present"	"verified"	27	450.02	1	1000	1	633.361481481481	"Niskin bottle"	"phytoplankton"										
20	"0-20"	10	"AT"	"cells/l"	"Bacterosira bathyomphala"	2016	"ARCEx2016"	"Hornsund"	"PHT-020"	"Occurrence"	1250055.5556	50	0.00003999822230123106	"l"	"present"	"verified"	18	450.02	1	1000	1	1250.05555555556	"Niskin bottle"	"phytoplankton"										
20	"0-20"	10	"AT"	"cells/l"	"Pauliella taeniata"	2016	"ARCEx2016"	"Hornsund"	"PHT-020"	"Occurrence"	616694.0741	37	0.00005999733345184659	"l"	"present"	"verified"	27	450.02	1	1000	1	616.694074074074	"Niskin bottle"	"phytoplankton"										
20	"0-20"	10	"AT"	"cells/l"	"Fragilariopsis cylindrus"	2016	"ARCEx2016"	"Hornsund"	"PHT-020"	"Occurrence"	2250100	50	0.00002222123461179503	"l"	"present"	"verified"	10	450.02	1	1000	1	2250.1	"Niskin bottle"	"phytoplankton"										
20	"0-20"	10	"AT"	"cells/l"	"Phalacroma rotundatum"	2016	"ARCEx2016"	"Hornsund"	"PHT-020"	"Occurrence"	16667.4074	1	0.00005999733345184659	"l"	"present"	"verified"	27	450.02	1	1000	1	16.6674074074074	"Niskin bottle"	"phytoplankton"	"Dinophysis rotundata"									
20	"0-20"	10	"AT"	"cells/l"	"Pseudo-nitzschia seriata"	2016	"ARCEx2016"	"Hornsund"	"PHT-020"	"Occurrence"	83337.037	5	0.00005999733345184659	"l"	"present"	"verified"	27	450.02	1	1000	1	83.337037037037	"Niskin bottle"	"phytoplankton"										
20	"0-20"	10	"AT"	"cells/l"	"Odontella aurita"	2016	"ARCEx2016"	"Hornsund"	"PHT-020"	"Occurrence"	116671.8519	7	0.00005999733345184659	"l"	"present"	"verified"	27	450.02	1	1000	1	116.671851851852	"Niskin bottle"	"phytoplankton"										
20	"0-20"	10	"AT"	"cells/l"	"Didinium"	2016	"ARCEx2016"	"Hornsund"	"PHT-020"	"Occurrence"	16667.4074	1	0.00005999733345184659	"l"	"present"	"verified"	27	450.02	1	1000	1	16.6674074074074	"Niskin bottle"	"phytoplankton"			"sp."	"species"						
20	"0-20"	10	"AT"	"cells/l"	"Conticribra"	2016	"ARCEx2016"	"Hornsund"	"PHT-020"	"Occurrence"	50002.2222	3	0.00005999733345184659	"l"	"present"	"verified"	27	450.02	1	1000	1	50.0022222222222	"Niskin bottle"	"phytoplankton"			"sp. cf. C.weissflogii"	"species"						
20	"0-20"	10	"AT"	"cells/l"	"Pseudo-nitzschia granii"	2016	"ARCEx2016"	"Hornsund"	"PHT-020"	"Occurrence"	283345.9259	17	0.00005999733345184659	"l"	"present"	"verified"	27	450.02	1	1000	1	283.345925925926	"Niskin bottle"	"phytoplankton"										
20	"0-20"	10	"AT"	"cells/l"	"Navicula vanhoeffenii"	2016	"ARCEx2016"	"Hornsund"	"PHT-020"	"Occurrence"	750033.3333	45	0.00005999733345184659	"l"	"present"	"verified"	27	450.02	1	1000	1	750.033333333333	"Niskin bottle"	"phytoplankton"	"Navicula vanhoefenii"									
20	"0-20"	10	"AT"	"cells/l"	"Protoperidinium pellucidum"	2016	"ARCEx2016"	"Hornsund"	"PHT-020"	"Occurrence"	16667.4074	1	0.00005999733345184659	"l"	"present"	"verified"	27	450.02	1	1000	1	16.6674074074074	"Niskin bottle"	"phytoplankton"										
20	"0-20"	10	"AT"	"cells/l"	"Porosira glacialis"	2016	"ARCEx2016"	"Hornsund"	"PHT-020"	"Occurrence"	133339.2593	8	0.00005999733345184659	"l"	"present"	"verified"	27	450.02	1	1000	1	133.339259259259	"Niskin bottle"	"phytoplankton"										
20	"0-20"	10	"AT"	"cells/l"	"Gyrodinium fusiforme"	2016	"ARCEx2016"	"Hornsund"	"PHT-020"	"Occurrence"	16667.4074	1	0.00005999733345184659	"l"	"present"	"verified"	27	450.02	1	1000	1	16.6674074074074	"Niskin bottle"	"phytoplankton"										
20	"0-20"	10	"AT"	"cells/l"	"Scrippsiella"	2016	"ARCEx2016"	"Hornsund"	"PHT-020"	"Occurrence"	50002.2222	3	0.00005999733345184659	"l"	"present"	"verified"	27	450.02	1	1000	1	50.0022222222222	"Niskin bottle"	"phytoplankton"			"sp."	"species"						
18	5	10	"AT"	"cells/l"	"Bacterosira bathyomphala"	2016	"ARCEx2016"	"Hornsund"	"PHT-018"	"Occurrence"	7500.3333	45	0.005999733345184659	"l"	"present"	"verified"	54	450.02	50	1000	1	375.016666666667	"Niskin bottle"	"phytoplankton"										
18	5	10	"AT"	"cells/l"	"Chaetoceros furcellatus"	2016	"ARCEx2016"	"Hornsund"	"PHT-018"	"Occurrence"	3500.1556	21	0.005999733345184659	"l"	"present"	"verified"	54	450.02	50	1000	1	175.007777777778	"Niskin bottle"	"phytoplankton"										
18	5	60	"AT"	"cells/l"	"Dinophyceae"	2016	"ARCEx2016"	"Hornsund"	"PHT-018"	"Occurrence"	12588.7319	7	0.0005560528304291346	"l"	"present"	"verified"	185	16635.11	50	1000	1	629.436594594595	"Niskin bottle"	"phytoplankton"	"Dinophycean"		"indet. Cyst"		"10-20um"					
18	5	60	"AT"	"cells/l"	"Emiliania huxleyi"	2016	"ARCEx2016"	"Hornsund"	"PHT-018"	"Occurrence"	5395.1708	3	0.0005560528304291346	"l"	"present"	"verified"	185	16635.11	50	1000	1	269.758540540541	"Niskin bottle"	"phytoplankton"										
18	5	60	"AT"	"cells/l"	"Eutreptiella"	2016	"ARCEx2016"	"Hornsund"	"PHT-018"	"Occurrence"	1798.3903	1	0.0005560528304291346	"l"	"present"	"verified"	185	16635.11	50	1000	1	89.9195135135135	"Niskin bottle"	"phytoplankton"			"sp."	"species"		"+"				
18	5	60	"AT"	"cells/l"	"Eukaryota incertae sedis"	2016	"ARCEx2016"	"Hornsund"	"PHT-018"	"Occurrence"	5395.1708	3	0.0005560528304291346	"l"	"present"	"verified"	185	16635.11	50	1000	1	269.758540540541	"Niskin bottle"	"phytoplankton"	"Flagellates"		"indet."							
18	5	60	"AT"	"cells/l"	"Eukaryota incertae sedis"	2016	"ARCEx2016"	"Hornsund"	"PHT-018"	"Occurrence"	8991.9514	5	0.0005560528304291346	"l"	"present"	"verified"	185	16635.11	50	1000	1	449.597567567568	"Niskin bottle"	"phytoplankton"	"Flagellates"		"indet."							
18	5	60	"AT"	"cells/l"	"Fossula arctica"	2016	"ARCEx2016"	"Hornsund"	"PHT-018"	"Occurrence"	231043.1944	50	0.00021640975022106857	"l"	"present"	"verified"	72	16635.11	50	1000	1	11552.1597222222	"Niskin bottle"	"phytoplankton"										
18	5	10	"AT"	"cells/l"	"Fragilariopsis cylindrus"	2016	"ARCEx2016"	"Hornsund"	"PHT-018"	"Occurrence"	46202.0533	77	0.0016665925958846274	"l"	"present"	"verified"	15	450.02	50	1000	1	2310.10266666667	"Niskin bottle"	"phytoplankton"										
18	5	60	"AT"	"cells/l"	"Heterocapsa rotundata"	2016	"ARCEx2016"	"Hornsund"	"PHT-018"	"Occurrence"	1798.3903	1	0.0005560528304291346	"l"	"present"	"verified"	185	16635.11	50	1000	1	89.9195135135135	"Niskin bottle"	"phytoplankton"										
18	5	60	"AT"	"cells/l"	"Heterocapsa"	2016	"ARCEx2016"	"Hornsund"	"PHT-018"	"Occurrence"	7193.5611	4	0.0005560528304291346	"l"	"present"	"verified"	185	16635.11	50	1000	1	359.678054054054	"Niskin bottle"	"phytoplankton"			"sp. cf. H.niei"	"species"						
18	5	10	"AT"	"cells/l"	"Lohmanniella oviformis"	2016	"ARCEx2016"	"Hornsund"	"PHT-018"	"Occurrence"	333.3481	2	0.005999733345184659	"l"	"present"	"verified"	54	450.02	50	1000	1	16.6674074074074	"Niskin bottle"	"phytoplankton"										
18	5	60	"AT"	"cells/l"	"Mesodinium rubrum"	2016	"ARCEx2016"	"Hornsund"	"PHT-018"	"Occurrence"	7193.5611	4	0.0005560528304291346	"l"	"present"	"verified"	185	16635.11	50	1000	1	359.678054054054	"Niskin bottle"	"phytoplankton"										
